A;B;shapetime;ms;gar;interval;parson
deut4477;deut4465;0,26700868;0,4642301245;0,4244791667;0,3536585366;0,487804878
deut4477;deut4477;6,5514;1;1;1;1
deut4477;deut4479;0,0344803;0,5530411877;0,4036666667;0,25;0,3942307692
deut4477;deut4482;0,35115046;0,5501676245;0,6217708333;0,4893617021;0,6808510638
deut4478;deut4405;0,39734525;0,6325431034;0,3635;0,4117647059;0,5882352941
deut4478;deut4412;-0,09427354;0,465756705;0,3759722222;0,2708333333;0,5416666667
deut4478;deut4426;-0,07643451;0,5565989327;0,3551785714;0,3541666667;0,5416666667
deut4478;deut4446;-0,08338623;0,4634518678;0,36140625;0,3095238095;0,5238095238
deut4478;deut4460;-0,06705692;0,2588202427;0,3105555556;0,2727272727;0,3863636364
deut4478;deut4465;-0,06396344;0,4367816092;0,2706349206;0,256097561;0,3780487805
deut4478;deut4469;-0,06379669;0,4633354619;0,3264814815;0,2898550725;0,4202898551
deut4478;deut4475;-0,04783441;0,1472701149;0,255546875;0,2282608696;0,347826087
deut4478;deut4478;6,5514;1;1;1;1
deut4478;deut4480;0,11013576;0,063684374;0,2646959459;0,2551020408;0,3367346939
deut4479;deut4406;-0,08601879;0,5131423259;0,3640686275;0,2211538462;0,3365384615
deut4479;deut4416;-0,01500295;0,5641044061;0,3;0,2980769231;0,5288461538
deut4479;deut4427;-0,01956215;0,3115181992;0,3455833333;0,25;0,5096153846
deut4479;deut4435;-0,02106191;0,553855364;0,27675;0,3173076923;0,5
deut4479;deut4439;-0,02392414;0,2310304164;0,457240566;0,3076923077;0,5288461538
deut4479;deut4442;-0,04732579;0,4203783525;0,3876111111;0,2403846154;0,4615384615
deut4479;deut4443;-0,0383141;0,4293582375;0,38925;0,2307692308;0,4519230769
deut4479;deut4477;0,0344803;0,5530411877;0,4036666667;0,25;0,3942307692
deut4479;deut4479;6,5514;1;1;1;1
deut4479;deut4482;-0,04106384;0,4477490421;0,4099722222;0,2788461538;0,3942307692
deut4480;deut4405;0,11939002;0,0571703169;0,2797466216;0,2040816327;0,306122449
deut4480;deut4441;0,04532;0,1022833178;0,3917060811;0,2857142857;0,387755102
deut4480;deut4448;-0,04901961;0,2468497592;0,5138851351;0,2448979592;0,5612244898
deut4480;deut4449;-0,04035088;0,295079023;0,4838006757;0,325;0,5333333333
deut4480;deut4450;-0,04035088;0,29689927;0,5397635135;0,2727272727;0,5727272727
deut4480;deut4460;-0,02221278;0,2233418764;0,4857939189;0,306122449;0,5408163265
deut4480;deut4461;-0,04825377;0,2843711168;0,5550844595;0,2899408284;0,4911242604
deut4480;deut4475;0,04941787;0,4138659133;0,6076013514;0,3163265306;0,4897959184
deut4480;deut4478;0,11013576;0,063684374;0,2646959459;0,2551020408;0,3367346939
deut4480;deut4480;6,5514;1;1;1;1
deut4481;deut4399;-0,01058983;0,5978687739;0,3806805556;0,2566371681;0,5044247788
deut4481;deut4401;-0,10606061;0,3383381226;0,3670277778;0,1592920354;0,2212389381
deut4481;deut4425;-0,02651515;0,4531130268;0,3291111111;0,2300884956;0,3539823009
deut4481;deut4431;-0,04022989;0,5090038314;0,3849444444;0,2123893805;0,2654867257
deut4481;deut4440;-0,02777778;0,5858876117;0,3276984127;0,3274336283;0,4424778761
deut4481;deut4452;-0,02777778;0,3545019157;0,4146666667;0,2123893805;0,3274336283
deut4481;deut4454;-0,04166667;0,3075909962;0,365;0,1681415929;0,2477876106
deut4481;deut4463;-0,01893939;0,2622844828;0,3088055556;0,2654867257;0,389380531
deut4481;deut4476;-0,01937984;0,5264128352;0,2743888889;0,2477876106;0,3805309735
deut4481;deut4481;6,5514;1;1;1;1
deut4482;deut4401;-0,01913202;0,599137931;0,4588333333;0,3863636364;0,5
deut4482;deut4416;0,2516039;0,5045797414;0,4103125;0,3623188406;0,5797101449
deut4482;deut4421;0,06896891;0,6148527299;0,28046875;0,2727272727;0,4772727273
deut4482;deut4423;0,13023829;0,270545977;0,30685;0,2976190476;0,4761904762
deut4482;deut4439;0,32323146;0,1303269356;0,3062735849;0,4166666667;0,5
deut4482;deut4443;0,40905105;0,6798850575;0,5675;0,3617021277;0,5744680851
deut4482;deut4465;0,17578951;0,4979018427;0,3638095238;0,3292682927;0,4634146341
deut4482;deut4477;0,35115046;0,5501676245;0,6217708333;0,4893617021;0,6808510638
deut4482;deut4479;-0,04106384;0,4477490421;0,4099722222;0,2788461538;0,3942307692
deut4482;deut4482;6,5514;1;1;1;1
deut4483;deut4417;0,10264856;0,3923767283;0,5651268116;0,3484848485;0,5303030303
deut4483;deut4424;0,28830958;0,1046256386;0,2734722222;0,2567567568;0,3108108108
deut4483;deut4425;0,07326206;0,1982758621;0,4067361111;0,3918918919;0,5540540541
deut4483;deut4431;0,04141149;0,2352829662;0,4164583333;0,3513513514;0,4189189189
deut4483;deut4445;0,0552258;0,134239304;0,4028472222;0,2763157895;0,4736842105
deut4483;deut4452;-0,00462963;0,148208014;0,339375;0,3108108108;0,5
deut4483;deut4454;-0,01190476;0,1279134738;0,3012152778;0,2972972973;0,4054054054
deut4483;deut4463;0,19692642;0,1045458174;0,3513541667;0,3918918919;0,527027027
deut4483;deut4476;0,06905332;0,2528336526;0,4511111111;0,3918918919;0,5540540541
deut4483;deut4483;6,5514;1;1;1;1
deut4484;deut4417;0,16417974;0,7947901049;0,587826087;0,3257575758;0,5606060606
deut4484;deut4424;0,65774545;0,0597897074;0,1970454545;0,2277227723;0,2475247525
deut4484;deut4463;0,22771889;0,0638279345;0,2973863636;0,3366336634;0,4752475248
deut4484;deut4469;0,09004529;0,0908437827;0,3471212121;0,3564356436;0,5742574257
deut4484;deut4476;0,0919924;0,1447122083;0,3692234848;0,2871287129;0,4356435644
deut4484;deut4484;6,5514;1;1;1;1
deut4484;deut4489;0,4328283;0,1165861198;0,3591098485;0,2376237624;0,3663366337
deut4484;deut4495;0,28252072;0,1612243121;0,3732954545;0,2475247525;0,396039604
deut4484;deut4501;0,7149947;0,0995297806;0,3320454545;0,3069306931;0,396039604
deut4484;deut4503;0,21768311;0,1190351794;0,2883333333;0,1683168317;0,2376237624
deut4485;deut4414;0,02336478;0,5401340996;0,5675;0,3333333333;0,5666666667
deut4485;deut4419;-0,02301713;0,5906968391;0,485125;0,3174603175;0,5079365079
deut4485;deut4438;0,00977193;0,2892885454;0,4047844828;0,3846153846;0,5961538462
deut4485;deut4444;0,10784188;0,3450670498;0,3827083333;0,2692307692;0,4487179487
deut4485;deut4447;0,10784188;0,5086206897;0,54640625;0,3064516129;0,5
deut4485;deut4448;0,09483913;0,4046515805;0,42475;0,2613636364;0,4318181818
deut4485;deut4450;0,13584895;0,3540469349;0,4654166667;0,2636363636;0,3545454545
deut4485;deut4465;0,14098637;0,4602889527;0,2881944444;0,3170731707;0,4512195122
deut4485;deut4470;-0,02288095;0,2752234994;0,3572916667;0,2830188679;0,5283018868
deut4485;deut4485;6,5514;1;1;1;1
deut4486;deut4486;6,5514;1;1;1;1
deut4486;deut4487;0,91194082;0,6521641523;0,6103125;0,4871794872;0,6923076923
deut4486;deut4490;3,01099137;0,5638769157;0,6447916667;0,5185185185;0,6481481481
deut4486;deut4491;1,61953176;0,7651760057;0,64015625;0,641025641;0,8461538462
deut4486;deut4492;3,02292469;0,5393019636;0,5920833333;0,4655172414;0,6034482759
deut4486;deut4493;2,51496339;0,5504070881;0,6408333333;0,5185185185;0,6481481481
deut4486;deut4494;1,09171234;0,5272689176;0,5436458333;0,4310344828;0,6034482759
deut4486;deut4496;2,38119134;0,5250239464;0,5929166667;0,5178571429;0,6428571429
deut4486;deut4497;1,73991331;0,7529184626;0,70484375;0,5897435897;0,7692307692
deut4486;deut4498;2,07919258;0,5638769157;0,6135416667;0,5;0,6206896552
deut4487;deut4486;0,91194082;0,6521641523;0,6103125;0,4871794872;0,6923076923
deut4487;deut4487;6,5514;1;1;1;1
deut4487;deut4488;1,93452131;0,5888409962;0,6114583333;0,4655172414;0,5862068966
deut4487;deut4490;1,04824937;0,5798611111;0,6080208333;0,3888888889;0,5740740741
deut4487;deut4492;1,13481448;0,5633979885;0,5891666667;0,3793103448;0,5517241379
deut4487;deut4493;2,00711863;0,5783644636;0,6297916667;0,462962963;0,5925925926
deut4487;deut4494;2,02598859;0,5861470307;0,6520833333;0,5344827586;0,6206896552
deut4487;deut4496;0,99809731;0,5971324234;0,6263541667;0,3928571429;0,5535714286
deut4487;deut4498;1,15672057;0,6000658525;0,5761458333;0,3965517241;0,5689655172
deut4487;deut4499;2,30406853;0,7583512931;0,7853125;0,7297297297;0,8108108108
deut4488;deut4486;1,17052702;0,5496587644;0,5983333333;0,5;0,6206896552
deut4488;deut4487;1,93452131;0,5888409962;0,6114583333;0,4655172414;0,5862068966
deut4488;deut4488;6,5514;1;1;1;1
deut4488;deut4490;2,94766703;0,9521072797;0,8270833333;0,6896551724;0,8620689655
deut4488;deut4491;3,21514533;0,6217672414;0,6138541667;0,4827586207;0,5862068966
deut4488;deut4493;3,24345753;0,9149305556;0,85625;0,7586206897;0,8965517241
deut4488;deut4494;1,71715289;0,8220785441;0,6321875;0,6379310345;0,775862069
deut4488;deut4498;1,61549783;0,8283644636;0,7470833333;0,6551724138;0,9137931034
deut4488;deut4499;1,28569623;0,5604645594;0,5923958333;0,4655172414;0,5862068966
deut4488;deut4500;1,69278681;0,5978807471;0,65;0,3965517241;0,5689655172
deut4489;deut4417;0,27985968;0,1096951524;0,2819746377;0,196969697;0,2803030303
deut4489;deut4426;-0,02803384;0,6272898707;0,519375;0,3333333333;0,5
deut4489;deut4433;0,04479219;0,4212015086;0,556640625;0,2586206897;0,5
deut4489;deut4469;-0,01626506;0,5376706178;0,48296875;0,3188405797;0,5072463768
deut4489;deut4484;0,4328283;0,1165861198;0,3591098485;0,2376237624;0,3663366337
deut4489;deut4486;0,7774403;0,6164242098;0,636875;0,5641025641;0,6923076923
deut4489;deut4489;6,5514;1;1;1;1
deut4489;deut4490;0,83906111;0,5903376437;0,5591666667;0,4444444444;0,5740740741
deut4489;deut4493;1,15186042;0,5858477011;0,5713541667;0,4444444444;0,5555555556
deut4489;deut4494;-0,15145686;0,5910859674;0,5734375;0,3448275862;0,5172413793
deut4490;deut4486;3,01099137;0,5638769157;0,6447916667;0,5185185185;0,6481481481
deut4490;deut4487;1,04824937;0,5798611111;0,6080208333;0,3888888889;0,5740740741
deut4490;deut4488;2,94766703;0,9521072797;0,8270833333;0,6896551724;0,8620689655
deut4490;deut4490;6,5514;1;1;1;1
deut4490;deut4492;3,69631343;0,9058309387;0,8275;0,724137931;0,8793103448
deut4490;deut4493;5,27993048;0,9538433908;0,94375;0,9259259259;0,962962963
deut4490;deut4494;1,15008626;0,8189655172;0,6079166667;0,5344827586;0,7068965517
deut4490;deut4496;2,58559443;0,8687140805;0,84875;0,7321428571;0,9285714286
deut4490;deut4498;2,12944403;0,8732638889;0,8454166667;0,7586206897;0,9137931034
deut4490;deut4499;0,38175344;0,5567828065;0,5990625;0,3888888889;0,5740740741
deut4491;deut4429;0,16635687;0,5109271022;0,4771052632;0,4054054054;0,6216216216
deut4491;deut4430;0,12059409;0,332345546;0,4453125;0,4054054054;0,6216216216
deut4491;deut4486;1,61953176;0,7651760057;0,64015625;0,641025641;0,8461538462
deut4491;deut4488;3,21514533;0,6217672414;0,6138541667;0,4827586207;0,5862068966
deut4491;deut4490;1,85740906;0,6135356801;0,5948958333;0,4074074074;0,6296296296
deut4491;deut4491;6,5514;1;1;1;1
deut4491;deut4492;2,87354389;0,6322437739;0,6336458333;0,4310344828;0,5862068966
deut4491;deut4496;2,19070636;0,6278136973;0,6580208333;0,5178571429;0,6071428571
deut4491;deut4498;0,91447459;0,6157806513;0,5758333333;0,4310344828;0,5862068966
deut4491;deut4500;1,88744247;0,8732489224;0,76109375;0,487804878;0,6585365854
deut4492;deut4486;3,02292469;0,5393019636;0,5920833333;0,4655172414;0,6034482759
deut4492;deut4487;1,13481448;0,5633979885;0,5891666667;0,3793103448;0,5517241379
deut4492;deut4490;3,69631343;0,9058309387;0,8275;0,724137931;0,8793103448
deut4492;deut4491;2,87354389;0,6322437739;0,6336458333;0,4310344828;0,5862068966
deut4492;deut4492;6,5514;1;1;1;1
deut4492;deut4493;3,47384494;0,9013409962;0,816875;0,6724137931;0,8448275862
deut4492;deut4494;0,95188653;0,7724197797;0,6098958333;0,5;0,7413793103
deut4492;deut4496;2,29897723;0,8515026341;0,7997916667;0,6551724138;0,8275862069
deut4492;deut4498;2,31714936;0,8605423851;0,7690625;0,7413793103;0,8793103448
deut4492;deut4500;1,23284473;0,6285021552;0,6345833333;0,4137931034;0,6379310345
deut4493;deut4486;2,51496339;0,5504070881;0,6408333333;0,5185185185;0,6481481481
deut4493;deut4487;2,00711863;0,5783644636;0,6297916667;0,462962963;0,5925925926
deut4493;deut4488;3,24345753;0,9149305556;0,85625;0,7586206897;0,8965517241
deut4493;deut4490;5,27993048;0,9538433908;0,94375;0,9259259259;0,962962963
deut4493;deut4492;3,47384494;0,9013409962;0,816875;0,6724137931;0,8448275862
deut4493;deut4493;6,5514;1;1;1;1
deut4493;deut4494;1,63193431;0,8097162356;0,6258333333;0,6034482759;0,7413793103
deut4493;deut4496;2,85550897;0,9058908046;0,8470833333;0,6785714286;0,8928571429
deut4493;deut4498;2,09829829;0,8717672414;0,8470833333;0,775862069;0,9137931034
deut4493;deut4499;1,14498777;0,552292864;0,6039583333;0,462962963;0,5925925926
deut4494;deut4486;1,09171234;0,5272689176;0,5436458333;0,4310344828;0,6034482759
deut4494;deut4487;2,02598859;0,5861470307;0,6520833333;0,5344827586;0,6206896552
deut4494;deut4488;1,71715289;0,8220785441;0,6321875;0,6379310345;0,775862069
deut4494;deut4490;1,15008626;0,8189655172;0,6079166667;0,5344827586;0,7068965517
deut4494;deut4492;0,95188653;0,7724197797;0,6098958333;0,5;0,7413793103
deut4494;deut4493;1,63193431;0,8097162356;0,6258333333;0,6034482759;0,7413793103
deut4494;deut4494;6,5514;1;1;1;1
deut4494;deut4496;0,63827156;0,7664930556;0,6221875;0,5344827586;0,7413793103
deut4494;deut4498;1,5015655;0,8266882184;0,5733333333;0,5862068966;0,7586206897
deut4494;deut4499;1,79382262;0,563697318;0,6934375;0,5172413793;0,6034482759
deut4495;deut4424;0,65634137;0,3571055381;0,4675;0,3;0,475
deut4495;deut4438;0,41732493;0,3625891795;0,441637931;0,3846153846;0,6153846154
deut4495;deut4449;0,18416091;0,4291487069;0,4018229167;0,2;0,325
deut4495;deut4450;0,19451964;0,4231621169;0,4346875;0,2636363636;0,3636363636
deut4495;deut4467;0,08712244;0,6468809866;0,4241666667;0,4;0,5666666667
deut4495;deut4490;0,38431331;0,6655890805;0,4915625;0,3703703704;0,6111111111
deut4495;deut4491;0,46600108;0,6180120167;0,6370454545;0,45;0,725
deut4495;deut4492;0,48106002;0,6587344349;0,4938541667;0,3448275862;0,5344827586
deut4495;deut4495;6,5514;1;1;1;1
deut4495;deut4498;0,19550094;0,6492456897;0,4632291667;0,3965517241;0,6034482759
deut4496;deut4486;2,38119134;0,5250239464;0,5929166667;0,5178571429;0,6428571429
deut4496;deut4487;0,99809731;0,5971324234;0,6263541667;0,3928571429;0,5535714286
deut4496;deut4490;2,58559443;0,8687140805;0,84875;0,7321428571;0,9285714286
deut4496;deut4491;2,19070636;0,6278136973;0,6580208333;0,5178571429;0,6071428571
deut4496;deut4492;2,29897723;0,8515026341;0,7997916667;0,6551724138;0,8275862069
deut4496;deut4493;2,85550897;0,9058908046;0,8470833333;0,6785714286;0,8928571429
deut4496;deut4494;0,63827156;0,7664930556;0,6221875;0,5344827586;0,7413793103
deut4496;deut4496;6,5514;1;1;1;1
deut4496;deut4497;1,59478863;0,6076089559;0,629375;0,3928571429;0,5892857143
deut4496;deut4498;1,37817418;0,8225574713;0,7402083333;0,6206896552;0,8793103448
deut4497;deut4473;0,0964155;0,5551664272;0,5751041667;0,32;0,56
deut4497;deut4486;1,73991331;0,7529184626;0,70484375;0,5897435897;0,7692307692
deut4497;deut4487;0,90063707;0,7528286638;0,6640625;0,5;0,7105263158
deut4497;deut4491;2,10461543;0,8510686063;0,67328125;0,4736842105;0,7631578947
deut4497;deut4492;2,21626545;0,6105423851;0,6269791667;0,3793103448;0,5689655172
deut4497;deut4494;1,1082306;0,616588841;0,6672916667;0,4137931034;0,5862068966
deut4497;deut4496;1,59478863;0,6076089559;0,629375;0,3928571429;0,5892857143
deut4497;deut4497;6,5514;1;1;1;1
deut4497;deut4498;1,17322882;0,6285021552;0,6529166667;0,4482758621;0,6034482759
deut4497;deut4499;0,24347015;0,7082884339;0,71078125;0,5526315789;0,7894736842
deut4498;deut4486;2,07919258;0,5638769157;0,6135416667;0,5;0,6206896552
deut4498;deut4488;1,61549783;0,8283644636;0,7470833333;0,6551724138;0,9137931034
deut4498;deut4490;2,12944403;0,8732638889;0,8454166667;0,7586206897;0,9137931034
deut4498;deut4492;2,31714936;0,8605423851;0,7690625;0,7413793103;0,8793103448
deut4498;deut4493;2,09829829;0,8717672414;0,8470833333;0,775862069;0,9137931034
deut4498;deut4494;1,5015655;0,8266882184;0,5733333333;0,5862068966;0,7586206897
deut4498;deut4496;1,37817418;0,8225574713;0,7402083333;0,6206896552;0,8793103448
deut4498;deut4498;6,5514;1;1;1;1
deut4498;deut4499;0,52165746;0,5726173372;0,5922916667;0,4137931034;0,5689655172
deut4498;deut4500;0,81703278;0,6150323276;0,5742708333;0,3965517241;0,5862068966
deut4499;deut4486;0,55175057;0,6630298132;0,63234375;0,4358974359;0,6666666667
deut4499;deut4487;2,30406853;0,7583512931;0,7853125;0,7297297297;0,8108108108
deut4499;deut4488;1,28569623;0,5604645594;0,5923958333;0,4655172414;0,5862068966
deut4499;deut4490;0,38175344;0,5567828065;0,5990625;0,3888888889;0,5740740741
deut4499;deut4492;0,24625016;0,555286159;0,6273958333;0,3448275862;0,5517241379
deut4499;deut4493;1,14498777;0,552292864;0,6039583333;0,462962963;0,5925925926
deut4499;deut4494;1,79382262;0,563697318;0,6934375;0,5172413793;0,6034482759
deut4499;deut4496;0,32592905;0,5592672414;0,6226041667;0,375;0,5535714286
deut4499;deut4498;0,52165746;0,5726173372;0,5922916667;0,4137931034;0,5689655172
deut4499;deut4499;6,5514;1;1;1;1
deut4500;deut4487;0,57574991;0,810389727;0,64921875;0,3658536585;0,6829268293
deut4500;deut4488;1,69278681;0,5978807471;0,65;0,3965517241;0,5689655172
deut4500;deut4490;0,81293353;0,6105423851;0,6030208333;0,4074074074;0,6481481481
deut4500;deut4491;1,88744247;0,8732489224;0,76109375;0,487804878;0,6585365854
deut4500;deut4492;1,23284473;0,6285021552;0,6345833333;0,4137931034;0,6379310345
deut4500;deut4493;0,41579608;0,6112907088;0,5835416667;0,3518518519;0,6296296296
deut4500;deut4494;0,2769289;0,5873443487;0,6214583333;0,3103448276;0,5689655172
deut4500;deut4496;1,19666518;0,6113505747;0,6261458333;0,375;0,6428571429
deut4500;deut4498;0,81703278;0,6150323276;0,5742708333;0,3965517241;0,5862068966
deut4500;deut4500;6,5514;1;1;1;1
deut4501;deut4401;0,39588283;0,4750615764;0,4992857143;0,3333333333;0,431372549
deut4501;deut4407;0,01590747;0,2887306347;0,509076087;0,2637362637;0,3956043956
deut4501;deut4417;0,19937024;0,0949421123;0,2720108696;0,3257575758;0,3863636364
deut4501;deut4443;0,38331779;0,6537356322;0,599;0,2352941176;0,3921568627
deut4501;deut4445;0,0313907;0,4312910509;0,2973214286;0,3684210526;0,5263157895
deut4501;deut4481;0,0235632;0,4169779693;0,4583055556;0,2389380531;0,3362831858
deut4501;deut4484;0,7149947;0,0995297806;0,3320454545;0,3069306931;0,396039604
deut4501;deut4501;6,5514;1;1;1;1
deut4501;deut4502;1,41851644;0,2849317529;0,4822916667;0,5135135135;0,5810810811
deut4501;deut4503;2,91551396;0,6351472701;0,62515625;0,4509803922;0,4705882353
deut4502;deut4401;0,22756743;0,2455100575;0,3241666667;0,2567567568;0,3378378378
deut4502;deut4417;0,00868437;0,3340309012;0,4140398551;0,3863636364;0,4924242424
deut4502;deut4423;0,00684605;0,7469971264;0,42125;0,369047619;0,5595238095
deut4502;deut4427;0,137718;0,1932171935;0,373203125;0,3243243243;0,5405405405
deut4502;deut4442;0,14935794;0,278855364;0,3985416667;0,2567567568;0,4459459459
deut4502;deut4443;0,25480562;0,2803220785;0,4134895833;0,2702702703;0,472972973
deut4502;deut4484;0,06438514;0,3470371822;0,4959469697;0,297029703;0,4851485149
deut4502;deut4501;1,41851644;0,2849317529;0,4822916667;0,5135135135;0,5810810811
deut4502;deut4502;6,5514;1;1;1;1
deut4502;deut4503;6,31167302;0,3325850096;0,390625;0,3243243243;0,3243243243
deut4503;deut4401;0,23840397;0,5591774425;0,6178125;0,4;0,52
deut4503;deut4427;0,465618;0,3006465517;0,325625;0,2432432432;0,3243243243
deut4503;deut4442;0,31294045;0,5988685345;0,461875;0,2653061224;0,3469387755
deut4503;deut4443;0,53387844;0,5739942529;0,56046875;0,2978723404;0,3617021277
deut4503;deut4468;0,37113295;0,5881824713;0,3734375;0,2553191489;0,4042553191
deut4503;deut4476;0,85116785;0,650933908;0,632875;0,2608695652;0,4347826087
deut4503;deut4484;0,21768311;0,1190351794;0,2883333333;0,1683168317;0,2376237624
deut4503;deut4501;2,91551396;0,6351472701;0,62515625;0,4509803922;0,4705882353
deut4503;deut4502;6,31167302;0,3325850096;0,390625;0,3243243243;0,3243243243
deut4503;deut4503;6,5514;1;1;1;1
